id,genus
4768,1
3329,0
4752,1
4267,1
4525,0
1103,1
2346,0
4733,0
820,1
356,1
2409,1
879,1
1893,1
1616,1
1048,1
2748,1
2264,1
3779,1
329,1
3637,1
1157,1
780,1
4069,0
4187,1
4066,1
4907,1
2871,1
2641,1
2812,1
4496,0
482,1
1940,1
4201,0
4561,1
4580,1
2382,1
1241,1
4151,1
3002,1
135,1
369,1
2133,1
576,1
3586,1
4110,1
3659,1
1423,0
596,1
3246,1
1134,1
1314,1
3369,1
1563,1
512,1
2439,1
3913,1
3346,1
2046,1
3399,1
14,1
2111,0
2605,0
4909,1
770,1
3105,1
3314,1
3966,1
2761,1
1108,0
127,1
4147,1
2614,0
1037,1
461,1
1568,1
2398,1
2125,1
1290,1
2101,1
57,1
621,1
4656,1
721,1
619,1
1408,1
610,1
423,1
1835,1
4726,1
3379,1
4830,1
2464,1
4853,1
3448,1
2137,1
1670,1
1099,1
2946,1
504,1
2732,1
4595,1
3016,1
3092,1
3066,0
2915,1
2007,1
463,1
4635,1
4702,1
3151,1
2901,0
1922,1
4421,1
2186,1
4832,1
3351,0
3658,1
3892,0
738,0
35,1
4737,1
4052,1
1958,1
4706,1
3554,1
2034,1
382,1
3958,0
2974,0
375,1
1834,1
1357,1
4596,1
2024,0
3733,1
1919,1
600,1
4319,1
526,1
3657,1
1562,1
28,0
3582,1
4824,0
3826,1
2435,0
1239,1
2727,1
3674,1
3757,0
527,1
175,1
3661,1
4642,1
3600,0
1838,1
2245,1
1559,1
3043,1
4102,1
3710,1
538,1
1527,1
3842,1
530,0
1248,1
3060,1
3880,0
3413,1
2591,1
1236,1
3805,1
4177,1
743,1
4505,1
4095,1
1871,1
1915,1
541,1
199,1
2539,1
2446,1
3801,1
370,1
2504,1
699,1
3040,1
4533,0
1659,1
4211,1
1183,1
827,1
3294,1
1910,1
2452,0
4953,1
3376,0
1634,1
882,1
3135,1
2042,1
3647,1
2421,1
2903,0
4408,1
1105,1
955,1
2093,0
4539,0
1465,1
4669,0
2775,1
339,1
352,1
2307,1
998,0
4406,1
4880,1
456,1
4371,1
4527,0
3426,1
3211,1
289,1
1610,1
803,1
4881,1
484,0
4530,1
2516,1
1710,1
3295,1
4289,0
2994,1
1584,1
2290,1
2052,1
2573,1
439,1
3032,1
1254,0
3278,1
2788,1
3033,1
1194,1
1341,1
4005,1
4697,1
4051,1
2681,1
2367,0
2736,0
3403,1
124,1
2273,0
4587,1
2860,1
3137,0
1265,1
1892,1
2049,1
4604,1
2919,1
1192,1
108,0
853,1
4782,1
4082,1
1211,1
3354,1
3276,1
4851,1
888,1
4668,1
1065,1
1093,1
2907,1
1430,0
2856,1
1458,1
678,1
3506,0
72,0
1716,1
4695,1
1085,1
3311,0
1591,1
3742,1
1118,1
2348,1
2282,1
1295,1
1019,1
4676,0
4427,1
4230,1
73,1
1012,1
3848,1
4320,1
1757,1
3628,1
1899,0
799,1
1297,1
1683,1
121,0
3686,1
4377,1
4462,1
2242,1
549,1
379,0
548,0
2610,1
511,1
2990,1
424,0
4661,1
1146,1
3676,0
170,1
969,1
1954,1
4500,1
1623,1
2970,1
824,1
4553,1
1766,0
2094,1
1728,1
1468,1
252,1
1689,1
4485,1
3798,1
3297,1
280,1
2596,1
864,1
3298,1
4820,1
813,1
1770,1
2592,1
664,1
2943,1
2988,1
3583,1
288,0
4691,0
3565,1
2463,1
835,1
43,1
3820,1
442,1
1860,1
4387,1
942,1
4460,1
1524,0
1380,1
3735,1
570,1
1252,1
3422,0
3088,1
2124,1
1754,1
2208,1
446,1
718,1
2502,1
2431,1
1795,1
4079,0
4301,1
2470,1
3923,1
24,1
2989,1
513,1
3936,1
414,1
2060,1
1507,1
2902,1
1959,1
4908,0
597,0
3942,1
4610,0
4924,1
1396,1
742,1
3288,1
4388,0
3666,1
169,0
4114,0
1201,0
3869,1
2986,0
4651,1
4839,1
663,1
1647,1
1462,1
157,1
1877,1
3240,0
2436,1
1576,1
4513,1
455,1
2655,0
4681,1
3695,1
1216,0
2274,0
582,1
3579,1
2051,1
1398,1
1030,1
3814,0
2063,1
4087,1
1887,1
3764,1
4684,0
1904,1
2696,1
3020,1
2825,1
196,1
2103,1
4840,1
353,1
3518,1
4665,1
4141,1
4512,0
4039,1
1987,0
1789,0
4654,0
3266,1
2899,1
4689,0
3547,1
4175,0
2012,1
2297,1
731,1
3713,1
2897,1
2030,1
1379,1
2013,0
1509,0
1870,0
1650,0
2408,1
4776,1
2053,1
498,1
52,1
1365,1
722,1
2629,1
1641,1
2343,1
796,0
1018,1
1049,1
2811,1
4313,1
425,1
2627,1
2569,1
2977,0
2106,1
2536,1
3339,1
1391,1
720,1
503,1
3484,0
2289,1
2699,1
1771,1
2749,1
4520,0
1129,1
3993,1
2148,1
1444,1
2064,1
735,1
377,1
4469,0
1947,1
1839,1
4701,1
232,1
1878,1
1056,1
4524,1
4889,1
3383,1
2609,1
4433,1
4693,1
1827,1
3141,1
75,1
2625,1
3012,1
3520,1
2501,1
1418,1
3347,1
1646,0
433,1
4025,1
413,1
3138,1
1782,0
1317,1
3405,1
4146,1
2971,1
1008,1
1831,1
3964,1
3502,1
4896,1
2200,1
4221,0
1936,1
4719,1
2755,1
431,1
474,1
1654,1
2607,1
4518,1
3097,1
1651,1
1025,1
1153,1
2050,1
31,1
4720,1
1734,1
3109,0
15,1
3881,1
82,1
2475,1
1822,1
3507,0
953,1
4060,1
174,1
1802,1
1386,0
1957,1
587,1
3213,1
235,1
2021,0
1353,1
3797,0
4040,1
3756,1
3953,1
3765,1
3853,1
1079,1
1520,0
4915,1
568,0
1950,1
1648,1
3099,1
303,1
1746,1
4626,1
3650,1
2403,1
400,1
1604,0
4894,1
3882,1
1980,0
3567,0
4463,1
2205,1
790,0
3272,0
1045,1
48,1
1946,0
4422,0
4959,1
4254,0
2298,0
1011,0
4451,0
1821,1
754,1
1973,0
2567,1
4094,1
994,1
4246,1
4912,1
797,1
819,1
3031,1
137,0
1516,1
3098,1
3907,1
239,1
640,0
714,1
1084,1
1693,1
168,1
2861,0
262,1
3114,1
1885,1
792,1
3995,1
2733,1
3743,1
2434,1
3006,1
1207,0
3860,1
1274,0
8,1
2566,1
155,1
2513,0
3649,1
3212,1
3505,1
985,1
4751,1
1866,1
1095,1
4545,1
2560,1
3991,1
1913,1
2331,1
2081,1
2130,1
2332,1
1718,1
4353,1
4179,1
422,0
3387,1
2904,1
3174,1
3055,1
378,0
4239,1
3300,0
3528,0
3051,0
2506,1
4142,1
1692,0
2528,1
2251,1
2174,0
1951,1
1540,1
3167,1
4280,1
2638,0
1628,1
3265,1
2484,1
3381,1
234,1
3219,1
3603,1
3527,1
4483,1
2152,1
1382,0
1342,1
1543,1
1925,1
4492,1
2023,1
2798,1
2131,1
1937,1
3804,1
1480,1
4771,0
3269,1
3343,1
1191,1
3862,0
3195,0
110,1
648,1
3955,1
2814,1
1493,1
313,1
778,1
2184,1
1188,1
877,1
61,1
3085,0
2545,1
3429,1
2498,1
2468,1
515,1
4203,1
3404,0
1198,1
3046,1
2480,1
1897,0
2429,1
3335,1
2991,1
584,1
3009,0
4537,0
1163,1
2360,0
1798,1
3836,1
1832,1
4261,1
2737,1
3833,0
248,1
1991,1
4939,1
1968,1
4238,1
3486,1
4259,1
3648,1
4755,0
2663,1
4375,1
354,1
1100,1
608,1
1814,1
2412,0
4887,0
1971,0
37,1
2176,1
1982,1
21,1
1116,1
2054,1
434,0
3284,1
3374,1
90,1
1044,1
528,1
172,1
1847,1
1234,0
1731,1
2916,1
4550,0
3493,1
4071,0
3813,1
1009,1
3580,1
4380,1
2268,1
873,1
3864,1
1669,1
4727,1
4022,0
1714,1
514,1
4202,1
1040,1
3783,0
2702,0
4429,1
628,1
4223,1
1051,1
1417,1
693,1
1597,1
4783,1
1645,1
870,1
445,1
1362,1
324,1
2061,1
2304,1
4877,0
2719,1
3427,1
978,1
658,1
1927,0
1251,1
4501,0
1359,1
3359,1
1215,1
4562,1
2038,0
3968,1
258,1
2793,1
3306,1
4182,1
3258,0
4438,1
1299,1
163,1
4344,1
2849,1
2878,1
1094,0
555,1
2682,1
2309,1
4041,1
4731,1
2864,1
2122,1
3277,1
1338,0
3815,1
3342,1
4088,1
730,1
4372,0
2533,1
4351,1
2883,1
3362,1
3857,1
1010,1
1926,1
1477,0
1901,1
3065,1
1092,0
3283,1
1916,1
2071,1
2579,0
1933,0
1886,1
876,1
4135,1
4784,0
1181,1
4055,1
3724,1
4879,0
989,1
4321,1
4950,0
1713,0
4480,1
3747,1
46,0
2741,0
182,1
1126,1
4016,0
3549,1
1846,1
3965,1
884,1
3928,1
4649,0
4343,1
855,1
4188,1
3597,0
1707,1
4075,1
4767,0
2441,0
1762,1
4510,0
3299,1
3010,1
3410,1
715,1
4722,1
3616,0
2522,1
1529,1
574,0
4125,0
2789,1
4173,1
4712,1
1825,1
1315,0
405,1
1339,0
1941,0
3202,1
3243,0
4544,1
2623,0
656,1
2891,1
3973,0
2096,0
3627,1
2091,1
367,1
988,1
537,1
3531,0
4465,0
3184,1
4256,0
2383,0
4027,1
851,1
3941,1
4292,1
1855,0
4298,0
2720,1
335,0
3737,1
4846,1
3446,1
1561,1
886,1
4477,1
1735,1
1405,1
1652,1
1421,1
3672,0
4327,1
716,1
4591,1
3651,1
4873,1
845,1
4288,0
2229,0
1639,1
2743,1
3497,0
438,0
2906,0
4382,1
4414,1
71,1
1872,1
3808,1
1185,1
573,1
465,0
4891,1
4197,1
2934,0
315,0
4926,1
4886,1
3248,0
1554,1
2948,0
1569,1
3778,1
1203,1
1020,1
241,1
1777,1
3259,1
1850,1
3563,0
4594,1
4775,1
148,1
4647,1
4191,1
3986,1
3806,1
4007,1
3969,1
3071,1
209,1
4540,1
1769,1
1169,1
2651,1
3492,1
3462,1
2698,1
3771,1
2527,0
3073,1
4592,0
4160,0
2461,0
2339,1
3154,1
4534,0
3396,1
4439,0
3208,0
1259,1
3573,1
49,1
2365,0
4743,1
2787,1
3081,1
128,0
2636,0
